label,text,title
2,"I have read Baseball America off and on over the years and finally took the plunge and got a subscription. This is the best place to get coverage of the minors, college, and high school baseball so you know about the top prospects before others do.",Perfect for the die-hard baseball fan
1,"An embarassment. Steer clear of this one folks. Just when you thought these guys were the last real ""fusion"" types about...Since when did the last great secret of the fusion world start taking pointers from Joe Satriani and listening to old Al DiMeola pratice sessions? Where the hell is Phil when you need him, oh yes, Tarzan. The star is for the Bruford and Wilding/Bonus tracks, and well does one really want those?","""Uh oh he's been using Brand X"""
2,"I read ""Trouble on Titan"" around 1970, when the Apollo program was at its apex, and the human exploration of the Solar System seemed only a short step away. My review is based on old memories, but I can still remember a mining colony on Titan and jet craft using oxygen for fuel and burning Titan's methane atmosphere. We've learned much since this book was written, and Titan's atmosphere has less methane than we originally thought. However, this book was well written, and I am sure will intrigue my son as much as it intrigued his father, who is now working at NASA on the Cassini/Huygens mission to Saturn and Titan. This book has that old-style sci-fi flavor that made another world seem more like reality than fantasy. I think if you enjoyed the Lucky Starr and David Starr stories by Asimov, you will enjoy ""Trouble on Titan.""",This was an intriguing book that influenced my destiny.
2,"We got these as a gift for our one year old. He loves them! He tries very hard to get all the little things out of the blocks - and obviously fails. He loves that some of them move, some of them jiggle, some of them make noise - its almost an adventure!The three year old also loves them because they incorporate the alphabet and he can easily identify the items inside: B - Banana, P - Penguin, U - Umbrella, Z - Zebra.Bonus - when the 1 y/o gets frustrated because he can't pry the items out of the block no matter how hard he tries, he usually flings them. The 3 y/o tends to use them to build walls or towers for the sole purpose of smashing another toy into them, or dropping them off high places. And I've stepped on two of them already. They seem to tolerate this treatment rather well.",Peek a Fun!
2,"These Alphabet blocks are so beautiful they could be classed as works of art or collectors items. I have purchased two seys as gifts and will probably buy more,",Excellent product
1,"I purchased the Alphabet blocks for my twin daughters. They are just over 8 months old and they love them. This product is a great learning tool for them for years to come but for now it a great teething toy!!! I would recommend this to anyone, plus I love Fisher Price.",Great for Twins
2,"We got these after seeing the Incrediblocks in the FP Catalog.There are little to no pizazz to the blocks. Some have features where you can ""spin"" them (like the letter Q - Queen) or the W (watermelon seeds that rattle) - but most are just a ""look at me"" type of a block.With that in mind - yes I like the product. They're blocks. They're meant for stacking, knocking over and banging - which my son loves (he's had these since he was 6 months). They're better than the plain wooden blocks because they're textured, they have objects inside, letters - lots of opportunities to learn letters, colors, objects, descriptions, etc.For now he's stacking, banging and knocking over. It'll be around for a while until he's ready to learn more words, colors, objects, animals. This review isn't profound or eye openings because again - they're just blocks. Keep that in mind when making your purchasing decision. It will not make your child an overnight rocket scientist =)",They're blocks - keep that in mind
1,"I bought these for two reasons- blocks and educational letters. However, the letters are rubbing off. For the price I paid that was dissapointing. Other than that I love the concept and the objects inside are fun.",Would have expected better!
2,"Although I felt it looked a bit chinsy, the mother had it on her wish list and was very happy to receive them.",Cute gift for a little baby
2,"My daughter loves her blocks. She will get them all out and look at each one until she finds her favorite. She likes to shake them and see what each one does. These are cute little blocks that have hours of imaginative playtime inside. They also have blunt corners, so no sharp edges like wood blocks for the safety of smaller children. The fact that they have the letters of the alphabet and a corresponding object inside makes them a great learning tool even for older tots. We have really enjoyed these and recommend them to our friends.",Great Blocks
2,"THIS TOY WAS OUR GRANDSON'S FAVORITE, SO I JUST HAD TO FIND IT AGAIN FOR OUR NEWEST GRANDCHILD. THANK GOODNESS FOR ONLINE SHOPPING.",Awesume! BEST BLOCKS EVER!
2,"My little boy is just getting interested in these blocks. They are too cute! He's learning to manipulate the block in his hands. The little things inside the blocks are adorable. Some spin, some twirl, some rock. A definate upgrade from the standard wooden blocks.",keeps his attention
2,This set incorporates a lot of the favorites from other sets packaged in an A to Z learning format. I have been leary of purchasing too many of these blocks for storage reasons so the zippered case is a great bonus. Definitely worth every penny.,Great value.
2,These are great blocks but they are definitely not worth the listed $79.99. They can be purchsed for about $20 many other places.,Wonderful but not worth $80.
2,"This is a great set of blocks. I researched different blocks for some time and found these to be the most durable, age and developmentally-appropriate, and highly-educational. $25 bucks may seem like a lot, but I think it is well worth it. I am very impressed with the quality.The size and shape of the blocks is just right. My son is 5-months old and he is able to hold the blocks perfectly in his little hands. PLUS, the blocks do not have sharp corners (like the wooden blocks also available on this site) that could hurt your little one (especially those of you with chewers!).One category that I rated this toy with only a 4 (instead of 5) is the ""fun"" factor. For younger babies that may not ""get it"" yet, this toy may not be as fun for them until they are a little bit older. My son is not yet able to fully comprehend that there are even toys inside the blocks, but then again he is only 5 months. Give him a couple of months and he'll really dig them!",Worth the investment
1,"this is not waterproof.its GARBAGE where batteries go in broke,while trying to adj.DO NOT BUY.you turn the end to control it,that loosens the battery cover where water gets in so how is it waterproff?????",waste off money
2,"The California Exotics Waterproof Delights Blue Ballsy,is to spice up the relationship and it worked since the beginning,my other half likes it.",California Exotics Waterproof Delights Blue Ballsy
1,"It is very small compared to what i thought it would be, but even so it didn't work when we got it",small didn't work
2,"Whale naturalist and animal communicator Mary Getten goes beyond what other research has achieved in the way of whale study and communication processes: in 1991 she studied the J-Pod, a family of whales off Washington State. Her contention that they use direct telepathic communication between themselves and can do so with humans also makes for fascinating reading.Diane C. DonovanCalifornia Bookwatch",Makes for fascinating reading.
2,"I purchased these for a Halloween party, and then...like a dummy, I forgot to put them up! Nevertheless, I did hold them up around the house in search of a good place to hang them. They're pretty big and look really cool. I'd say there's a little bit of educational value too, as you can teach your children about the actual pictures they're depicting. Even though I forgot to hang them up, I really liked these scene setters and I'll be using them next year!",Pretty Nifty!
1,"While I believe in discrimination, I certainly can't believe what is in this book. It is an unsubstantiated smear campaign to rally the troups in higher ed to claw again for the preservation of academic freedom- a rally which falls flat.",Yet another unsubstantiated case....
1,"Molly Myers, in her review of ""My Name is Rachel Corrie,"" describes the ISM as ""an organization dedicated to non-violence."" This is radical left-wing propaganda: ISM offices have regularly been used to hide terrorists and their weapons, ISM ""pacifists"" regularly throw rocks at IDF soldiers, and they're perfectly willing to use violence in order to sabotage the wall intended to keep ""innocent Palestinians"" from murdering Israelis.So please disregard Molly's reviews; they are biased in the extreme.",Molly Myers
1,Four pages of the book was missing. It just happened to be the formulas that my husband needed. Fortunately he was able to copy our friends book. But I will hesitate to buy another book like this again.,Gardening lawn book
1,"The official Chrono Trigger OST has 3 discs. This version has some of the major tracks on it, the audio quality is good, but Caveat Emptor (buyer beware) this is a Chinese knock-off.Oh and if you buy the 3 disc version, make sure the cover does not have a green and red logo reading ""FX"", for this is also a counterfeit. The serial numbers on the real soundtrack CDs are PSCN-5021, PSCN-5022, and PSCN-5023.",It's a knock off.
1,"These are the handful of tracks we hear over and over again. It's far from complete though.Missing such memorable tracks as ""sealed Door"", ""wings across time"" or ""At the Bottom of the Night"".It doesn't have a single battle theme accept the final boss.Hell this doesn't even have Lucca's theme and she's on the cover!Had I seen a track-list beforehand I wouldn't have bought this.I blame my self for not being more curious of the number of CD's.I'm sorry I paid $35 dollars American for this travesty, may Lavos have mercy on my soul.Save your selves(and your money) while you still can!",Just a few.
1,"I watched this last night. And I don't remember enough of it to give it a indepth review. But it wasn't as bad as people are letting on nor was it as great as people are letting on. If you don't like your killer to be supernatural then don't bother with this. Its about a guy that comes back from the dead. His whole storyline is kinda silly and there are plot holes all over the place. The acting wasn't bad at all, and neither were the deaths. In fact it was kinda gory. But that doesn't make a great movie. The flashbacks were a little confusing as well. I wouldn't watch it again. But its far from the worst movie I've seen.","It was ""ok"" but I won't watch it again"
2,"I initially bought the movie just because Stephen Colletti (who I'm in love with) was one of the leads...and I really didn't expect much from what looks to be a low-budget indie horror flick. But, I really did like it! The lead girl who plays Jennifer (Nikki DeLoach) is really good. I can't believe I've never seen her in anything before? Maybe I have, but I didn't know!?! It was cool to see the guy from Weekend at Bernie's (Terry Kiser)...he is a really good actor. Too bad he was dead the whole time in both movies I saw him in, lol. Anyways, this was a cool movie and I'm glad I got it!",Loved it! (P.S. Stephen Colletti is so hot!)
2,It was good horrifying never a dull moment u can watch and not be bored ir wondering when is a good part coming,mask maker
2,"I liked the film it has what every horror likes in this type of movie the suspense,mystery,good and bad times,plus a shocking ending that makes you think that there is more to story, and plot was very good Robert.",mask maker
2,This movie was a horror film thhat displayed an effort to steer clear of typical horror movie dialogue and pacing. There are no blonde girls and the girls that are here don`t trip over the tree roots in the yard. Now a white girl did fall and twist her knee in the movie but guess what? It was not on a tree root!!!,NOT the worst American B-Movie
1,"MASK MAKER takes us down a cinematic path often traveled and does it in a typically predictable fashion. A story of revenge with an unstoppable killer who murders his victims and uses their skinned faces to achieve some kind of beauty. Flashbacks reveal his motivation in an attempt to elicit some level of sympathy.MASK MAKER isn't the worst entry in this familiar territory but it doesn't tread new waters either. The cast performs on various levels of competence. WEEKEND AT BERNIE's Terry Kiser is an effective guilt-ridden buffoon. Treat Williams is ill-used in a cameo role. Horror vet Michael Berryman is unusually restrained in a small role. Nikki Deloach is no Jamie Lee Curtis in her leading role, giving a weak performance in a typical survivor role as the resilient resourceful female. Doomed fiance Stephen Colletti (sic) is equally flaccid.An open-ended finale paves the way for MASK MAKER II---something we definitely don't need.",MASK OF FAMILIARITY
1,"Sadly, there is absolutely nothing original in this movie. The filmmakers shamelessly borrowed from practically everyone, turning out a stale formula piece that is purely by the numbers. I couldn't find a thing that elevated this movie above a 100 other like films. The plot is standard: a group of kids spend the weekend at an old house with a bad history. A standard, run of the mill maniac kills them in unimaginative ways and of course no one notices until it's too late. Everything happens exactly on cue, in order, with no surprises, and no frights. This movie is safe and boring, it really couldn't have been any better if it tried. Not even the brief appearance of horror icon Michael Berryman (playing a nice guy for a change) can help the dullness of the script.Even the title is a misnomer! Although the original title, Maskerade, isn't any better.And I had such high hopes as this is one of my favorite genres.",Unmasked..................
2,"This book was in my library's Genealogy section, and you're not allowed to take Genealogy books out of the library. But I liked it enough to sit in the library and read it, in two sittings.This a quick read, because it has loads of pictures: photos of the ghetto and its inhabitants, and also pictures of artifacts such as ration cards, work certificates, yellow stars, etc. It's more like a museum exhibit than a simple book. Because of the format I think young people would be able to get something out of the book too, although it is clearly written for adults. Certainly it probably has the most information on the Kovno/Kaunas ghetto all in one place.Both researchers and the ordinary person interested in the Holocaust would enjoy this.Bonus: pages from the diary of Ilya Gerber are printed in this book; you can read extracts from the diary in Alexandra Zapruder'sSalvaged Pages: Young Writers' Diaries of the Holocaust.",A museum exhibit inside a book
2,"This is an excellent book to have as a reference fo eastern methodologies in medicine and healing. Unfortunately it is long out of print, but if you can get your hands on a copy of this text, you will not be dissappointed. In fact, if you are unhappy with it, I will be happy to purchase it from you as I have many peers that would happily use it.",Great resource for Chinese/Eastern medincine
2,"As someone who has been practicing Chinese Medicine for 16 years in San Diego (www.bodymindwellnesscenter.com), I find this book an excellent resource for anyone who wants and in dept primer into the theoretical basis and practical application of a system of medicine that originates in the Chinese philosophy that emphasizes the natural balance found in Nature and agriculture.",Why Is This A Good Book?
2,This book is great. It is very informative. It is easy to read and understand and has alot of pictures. i would recommend this book for any one wanting to learn about Chinese Medicine.,A Book That Is Worth a Second Look
2,"This games makes even amazing games like starcraft and warcraft redundant. Warhammer has it all and does it better than anyone else. Truly great game, total fun, great combat, graphics, races, units, a pleasure to play.",Best game ever
1,"With all due respect to ambient music enthusiasts, I was really disappointed that there was no guitar work whatsoever on this album. Hillage fans of L and Fish Rising be forewarned.Steve Hillage was a pretty darn good guitarist. Maybe L was his showcase with members of Todd Rundgren's Utopia backing him up.Noting that other reviewers have rated this highly, I will give it another listen. However, I am dissapointed in the direction Steve has taken his music.",Guitar in Absentia
1,You get what you pay for. This pillow is stiff and smelled like drying paint for 4 days. I thought I was getting a non name brand version of the Temperpedic pillow. I bought the real pillow for my mother years ago and paid many times the price. This thing doesn't even come close.,Stiff and Smells like drying paint
1,This was a joke. I am sending the pillow back. Does not come close to what was advertised. I believe the cardboard box that it arrived in would have been softer under my head. I am giving it one star just so I can post this. I only wish the stars could go negative.,Review of Pillow
2,This sound track was beautiful! It paints the senery in your mind so well I would recomend it even to people who hate vid. game music! I have played the game Chrono Cross but out of all of the games I have ever played it has the best music! It backs away from crude keyboarding and takes a fresher step with grate guitars and soulful orchestras. It would impress anyone who cares to listen! ^_^,Stuning even for the non-gamer
1,"How is this thing awful? let me count the ways..First off, it took an unatural amount of time to get here. Whatever, that happens.It feels super cheap. When you handle a good memory foam pillow, it feels heavy and cushy in your hands. This thing feels like a piece of hard styrofoam. It barely squishes at all and has no 'memory', it is simply a very dense foam pillow. It's not even really a pillow- It's so hard that I cant even use it for propping my back whilst reading.On top of that, their terrible return pollicies make it not worth returning.DO NOT BUY! Just use the styrofoam your new computer came in.Ugh.",Worthless and cheap
1,"It worked fine in the beginning. 2 months or so into using it its performance was up in the air. I would find myself sleeping with one hand under the pillow to give it some leverage; otherwise my neck would end up in an awkward position. At times it felt like I needed to have 2 pillows because it was lacking in width and was too soft. I had to also rotate what end and what side I would lay my head/neck on. It, therefore, did not provide the support I needed.",Will not be purchasing another one of these
1,"The pillow I received is nothing like the one in the picture. The pillow that I received is approx half the size (in thickness) as the one I received. I am not happy with the seller (Moshelle's). I will never purchase from this company ever again. I am currently deployed Military and I feel that this company is very disrespectful and does not show it's Military members the proper courtesy when dealing with such issues. Do not buy this pillow, you will not be satisfied.",False Advertisement
1,"The formulation of this product has been changed since Artec was bought by L'Oreal. The new formula doesn't hold hair like the old Artec original formula did, and it doesn't smell as nice. Don't be fooled by this picture (12/29/07)--it is a pic of the old Artec bottle, but I ordered and received the new L'Oreal Professionel version, which is terrible. The original Artec version was similar to, but not as sticky as, Potion 9. I wish L'Oreal would go back to the old formula :( I emailed them to this effect and they never even replied. If anyone can recommend a similar product, please comment to this review.",Not Like the Old Formula
2,This is the only product that can manage my hair without making it stiff or sticky.,haven't found better yet...
2,"The product is wonderful for my hair which is very curly and tends to be frizzy. Smooths it and gets rid of allof the friz. Use it once a day, even in damp weather",smoothing serum
1,I have been used this product for many years. But somehow the product I received this time is like fake one. It's very thin. I have to used double amount.,The product I received this time is like fake one
1,I have been using this product for 5+ years. It was wonderful. About 1 year ago the company changed packaging and the product changed slightly. The bottle is taller now and something is missing from the serum. Doesn't work as well as it used to work. I will not be purchasing this item because of the change.,If it ain't broke don't fix it
1,"I ordered this particular product as a trial substitute for the ""Controlgel"" by Textureline, which has always been my first choice. It appears that the ""Controlgel"" is out of production. This ""Smoothing Serum"" is a poor substitute. My barber agrees. He got me on the ""Controlgel"" years ago and I used to buy extra for him, but now, no more!! Too bad . . . we consumers lose again. I wish the ""Controlgel"" product would come back. My barber and I won't buy any more of the ""Smoothing Serum."" What a WASTE!!",Review of Artec Textureline Smoothing Serum
2,"I just got this from a local Stop and Shop and LOVE it! It leaves my hair so soft, smelling good and you can't even tell that I have any product in my hair. I'm reading a lot of reviews where people are saying that they can't find it anywhere. Depending on where you live, try your local grocery store!",LOVE IT!
2,"Dick Curless has got the most beautiful voice I have ever heard. His music ranges from thought provoking, to toe tapping, beer drinking music. One of his best renditions is Winter's Coming On Again. People who appreciate good music from any genre will love this CD. I can not recommend it highly enough.",The Best !!!!
2,"A great racquet for anyone, although it is better suited for the more advanced player. For years, I played with the OS version of this racquet which is noticeably more powerful and is a little more forgiving than the MS version. At this point, I prefer the MS version more just because of the better control and feel.Even now, the Prince Graphite (OS or MS) is still a great racquet, and IMO, one of the best control racquets ever made.",Great control racquet
1,"My daughter wanted this for a few months before I finally gave in and bought it for her. She was so excited. We got home and played it for one hour hoping that something different or better would happen. The game was so so boring. You get to choose music, outfits, and which of the three skaters to skate. That is IT. Everything else is controlled automatically by the game. Barbie does everything perfectly whether you do or not. My daughter hasn't played it since and is so disapointed in it. The store I bought it from won't let me return it because it has been opened. They will let me exchange it for the exact same game but hello that is the problem. This game was a waste of time and money.","DO NOT BUY, A WASTE OF MONEY AND TIME!!!"
1,"I didn't buy this game, becuase I can tell by the pictures that Barbie has very bad skating technique (see below). This game is not for kids who want to have fun while seeing a good skating program.Pictures on Amazon1) Box picture -- I can't tell whether or not Barbie is stroking or doing a bad spiral? Either her leg is too high if she is stroking, or her body and leg are not in the right position if she is doing a spiral.2) Layback -- Although it's hard to see, it looks like Barbie might be spinning on her toe pick.3) Split jump -- Barbie does not have enough skating muscle for the jump. She is also not kicking her boots up.Pictures on vugames (makers of the game)1) Stroking -- Barbie's body is crooked. She doesn't have her weight over her stroking leg, and her body is leaning to the side. I've never seen anyone stroke like this.",Bad skating technique
1,"My daughter received this cd for Christmas. It is very slow loading lots of wait time for things to happen. When she finally chose the skater and where she should skate (only one choice worked), my daughter kept asking what she could do now. Most of the time we were watching Barbie skate beautifully. Not very interactive. I consider this a waste of space on my computer, a waste of time for us to use. I would recommend saving your money and get something worthwhile.",A complete waste
1,"I bought this for my 4 year old's birthday. While I think the graphics are really great, the concept stinks. My daughter told me she thinks it is boring (and she LOVES Barbie) and last night she even said she hates it! At least my 15 month old screams with delight at the graphics when her older sister plays with it.",4 year old BORED with this after 2 weeks
1,"I bought this game because I am a figure skating fan and found the Barbie Gymnastics to be well done, so I thought that this would be too. It was an absolute waste of money. The graphics are awful and the game play is far too simplistic. There is nothing to strive for in the game and it is too easy to pass onto the next level. I can't imagine a child above the age of 3 or 4 getting any enjoyment from this game.",Barbie's Boring Ice Show
1,"This is the WORST CD-ROM game I have ever seen! My 7-year-old daughter longed for this game all Christmas season and she is bored out of her mind with it after one hour. It is slow, skippy, etc. running on a new computer! Don't waste your money like we did, skip right over this dud.",WHAT A WASTE OF MONEY! BARBIE HAS SUNK TO NEW LOWS
2,"All the other reviews say this product is boring and ""save your money""....Well my daughter & I LOVE IT!You get to pick one of three pretty girl skaters, You pick her one of, AT LEAST 15 costumes. Somebody said the skater ""never falls""?? Thats boloney. She falls plenty until you develope the hand eye coordination this FUN, FUN game takes. It's a GREAT cd.rom for any age. Have some fun for pete's sake! This world is SO NEGATIVE! I Highly Recommend Barbie Sparkling Ice Show!!!",IT'S GREAT!
2,"I bought this game for my daughter who is almost seven. She enjoys it very much. It works perfectly with Windows XP. I like the fact that it has skill levels, which helps avoid the ""frustration factor"", which I'm sure most of you reading this have experienced. The only reason that I did not give it a ""5"" is because it is quick to complete, especially on the ""easy"" and ""medium"" levels. Unless your child is totally into figure skating or Barbie, I feel this game is not for the 8+ crowd.",A good game to buy.
2,"My daughter, almost 7, loves this game. She got it a few weeks ago and still plays with it every day. We did have to upgrade our system, but the game hasn't crashed since and hasn't been slow. Despite what others have said this game has lots of levels and takes lots of practice to master the freestyle levels. (The skaters will do lots of different tricks once the user learns how to do them.) This game has even seemed to help my daughter's actual skating - she just went yesterday for the first time since receiving the game and had lots more confidence and moved more smoothly than she did the other times she went.",Great Game
1,"For anybody who's looking for the 1978 movie with Lauren Bacall - this is not it ! Actually it's a 12 minute CBS music video by a group called ""Perfect Gentleman"" with 2 titles on it: ""Ooh la la"" and ""One more Chance"". This is not a rating of this video (I didn't bother watching it) but just of the fact that there's absolutely no information in the Amazon product details which could have told me this wasn't the feature film I was looking for before I ordered it. That's even more a pity as it was the fastest delivery I ever got from the US to Europe by Mail - a very short-lived joy.",Not really what I wanted
2,"A good book for Audi owners, and fans in general.The book dosen't just focus on the quattro itself, but the surrounding models as well.Not too much of a technical book, but more of an enthusiasts read.",Rare find
1,"The fire truck puzzle arrived in the time that was stated. It is very colorful and well worth the price. The puzzle is a Christmas gift for a 2 year old, so at this time I can't state how he liked it. But I am very pleased with the quality.",Fire Truck Puzzle
2,"I have had this album on my 'must buy' cd list for some time and I finally got around to making the purchase in 2004. All I can say is that I should have purchased it earlier.A wash of alternative-rock-country-blues etched with dark and somber imagery. However it's not melancholic, just quietly introspective and laid-back.Works very well with a cup of coffee/tea, a newspaper and a lazy Sunday afternoon.",Dark Horses a must have CD
1,"What am I reviewing here... this gizmo or the supplier, Eforcity? I never received this product after my order! After waiting and waiting I contacted Eforcity several times -- no reply. After a nasty letter from me Eforcity'r reply feigned lacking information about my mailing address!What a cop-out.I told them I would not pay for it, so Eforcity said they'd give me a refund, which has not come to me yet. I bought another product to replace this from Amazon which arrived quickly from Amazon.","Don't buy from Eforcity -- slow, disingenuous"
1,"I ordered this because my apartment doesn't have a light switch in the living room. It worked fine for about a week, then occassionaly would take 3 or 4 clicks to get the light to turn out. Now it will work 1 out of maybe 100 attempts, and only within 6 feet of the outlet. Terrible",Don't waste your money
1,It worked about 40% of the time when I was standing less than two feet from the outlet. When I moved eight to ten feet away it worked about 5% of the. I would not recommend it.,Does not work!
2,"Pull the battery saver tab, plug the unit into the wall and plug-in the device you want to control and everything works! I tried it from 25 feet away and through one wall and the remote turned my device on and off without a hitch!",Plug it in and it works!
2,"FROM THHIS IS HOW I WILL FIND LUV AND TRUST UNTIL THE BEST DEDUCTIONS LEAD US TO OUR PATH OR HAVE TO END NOW DO WE LEAVE THE SCENE AS FRIENDS??????? TRACK 2 THE FORMULA ITS A ROOM DESIGNED FOR PROPAGANDA SAKE LETS BREAK DOWN THE FORMULA LETS SWITCH OFF THE SET AND LISTEN TO A ,MASTERPIECE OF MUSIC SIT BACK AND RELAX:::::::::::::LETS SWITCH OFF THE SET THE SOUFUL BACKGROUND OF THIS CD IS INCREDIBLE MUSIC BETTER THAN THE FIXX AND I LUV THE FIXX . I THINK ITS RUPERT HINES MASTRPIECE DR TRACK03 LEGEND STRANGERS WITH DO U WANT TO B A LEGEND,DREAMS WHO MUST GET THROUGH SURREAL IMAGRY GALORE IN THE SYMBOLISM OF THE LYRICS VERY HIGH HIGH AIN SOPH AUUUUUR KABBALAH 777 THIS MUSIC IS VERY POWERFUL PERFORMANCE BY THINKMAN I WOULD LUV TO SEE A DVD OF THEM LIVE MABY SOMEDAY WHE CAN LOVE THIS MASTERPIECE IN THE ANNALS OF ROCK HISTORY B BBBBBUUUUUYYYY IT U WILL LUV IT PEACE FRINDS THERE SHINES OUR PRMISED LAND THE ECSTASY OF FREE THOUGHT.",MYSTICAL THINKMAN
2,"The plot and characters are incredible. Everyone that likes the supernatural should read this book, and all the other Night World books. I think I'm in love with Ash!","The most charming, captivating work from LJ Smith!"
2,"I usually hate teenage romance books, but this book is great. I love the transition the characters go through and the romance. This is my favorite Night World beacuase of its characters and sitiuations. She mixes charm, romance, and humor. This book feels like real, even though it is horror, which makes you wonder. My favorite line in the book is ""This is a paranormal disaster area!""",Beautiful Love Story
2,Daughters of Darkness is the best yet!! I happened to pick it up by mistake in the Library and I Got hooked right away! I must have read it 50 times!! I loved the way Ash Tried to protect her from Jermey but she saved herself. I really hope there's another book on those two!,The Best Yet!!!
2,"I just re-read Daughters of Darkness for about the 100th time and I just enjoy it more every time I read it. It has everything that you could want and more. Just one questionAre Mary-Lynnette and Ash ever going to find happiness together or will they be forced to spend their lives apart, longing for the one person who can make their life complete?To find out keep reading!!",The Best
2,"I have read nearly all of the books in the Night-world series, and I have to say that this one is my favourite, without a doubt! It is Ash of course that just makes this book, he is irrestible, I became hooked on him from the very first, I guess it's the whole 'bad-boy' vampyre thing he's got going on that you become addicted to him! I started reading these books years ago, but they went out of print, I would love to get the last few if anyone has any idea how I can get them! I would recommend these books to anyone of any age, I mean I'm 21 now, and I still love them!",Soul-mates
2,"It was this book nearly 10 years ago that made me fall in love with L.J. Smith and her writing. I have read nearly everything by her in the years after my first encounter with Daughters of Darkness, yet this book remains dear to my heart. The characters pop out of the pages and you fall in love instantly with Rowan, Jade, and Kestrel...but you will especially fall in love with Ash. Look for Ash again in the 6th book of the series when he makes another appearance. This book is fantastic!",Possibly the Best out of this series!
2,LJ smith is a fantastic author who inspires others to create stories and poetry that shows their true brilliance. Daughters of Darkness has a special quality about it which induces feeling of love and adventure all at the same time. I would not be surprised if people respond well to this novel!,Amazing!
2,"DAUGHTERS OF DARKNESS was the first book by L. J. Smith that Iread and I was hooked after that! I loved the way L. J. Smithdescribed all the characters, especialy Ash, and gave them all completely different personalities. This is, by far, one of the best books I've ever read and I can't wait for STRANGE FATE to come out. For anyone who is looking for another good series by L. J. Smith I suggest the Vampire Diaries and Dark Visions trilogies.",One of the best books I've ever read!
2,"I've read all of L.J Smiths books up until TheHuntress,which of course isn't out yet,and Ihave to say, that Daughters of Darkness wasprobably the best Night World so far. I'mobsessed with Ash,and Mary-Lynette was just awesomeANYBODY AND EVERYBODY MUST READ THIS BOOK",Daughters of Darkness-THE BEST
2,"Out of all L.J.Smiths works this is one of my most highly recommended. If you have read any other books in the Night World series you will have recognized Ash(one of the main characters), who seems to pop up in many scenes. The heroine Mary Lynette is also one of my favorite characters. During the entire novel she dosn't appear as shaken as most would after learning of the Night World,finding her soulmate vampire and befriending 3 rogue vampires. Even if this series is unrealistic what better kind of book to lose yourself in. I find the whole concept of the Night World,wild powers and soulmates fascinating,this book is worth it.",One of her best in the Night World series!
2,"I just loved Daughters of Darkness!! I must of read it about 50 times, really! It's such a good story line you just have to read it tunes of times! But it didn't really explain how Jeramey got there. How would he how where they were going?",2 Humans and 3 vampires after a vampire slayer
2,"I've only read up to Soulmate of the Night World series, but sofar Ihappen to be in agreement with almost all the other reviewers: Ash is my favourite male character!!! Did anyone notice that (so far) only Ash and Mary-Lynnette tried to fight their attraction? But why was it called ""Daughters of Darkness"" when Rowan, Kestrel and Jade weren't actually the main characters?P.S. I think L. J. Smith should let more characters become vampires. And how come all the main-character vampires are all male and the witches female???",I'm hooked and I want some more ...
2,"I'm writng again to say that this book has so many correct details, and the other books in this series are correct too. For instance, Speelbound has it right calling the Salem witch hunts the Burning Times. real witches do to. Isis is a a major person in witchcraft, and Hecate was the first witch. L.j Smith might as well be a wtich or vampire or whatever else for all the right details she has",L.J. Smith has so many correct details....
2,I like it. It was very cool to read about vampires and other legendary cratures of the night.,It was great!!!
1,"I bought this book because I am a nonogram (also called Paint By Number) addict, and can't get enough of this type of puzzle. My disappointment is not so much with the quality of the puzzles within it but with the quality of the publishing. The paper is poor quality; it won't hold up under much erasing if you use pencil, and if you use gel pens, the ink bleeds through to the other side. The squares to color in are too large, making the finished image very pixillated and hard to make out. Also, the guide numbers are located at the right and bottom edges of the puzzle, instead of left and top, making it more difficult for a right-handed person to see while solving.Save your money, and buy the Games Magazine publication instead.",Disappointing
2,"I find it fascinating that this wonderful glimpse into our nation shortly before the American Revolution could be thought of as stuffy, boring and a waste of time. Hofstader, a brilliant and yet very human scholar, has offered us a wonderfully concise, compelling and illuminating read - a rare and precious gift to anyone wishing to examine the evolution of our nation. He has done all the work, not only allowing us to form our own conclusions from the facts rather than spoon-feeding us his unsubstantiated opinion, but has presented this vast amount of data in a breezy, very readable manner. The only explanation I could arrive at of how anyone could find this great book a waste of time is that these reviews are as much a reflection of the reviewer as the book under review.Bravo Professor Hofstader. I regret that you did not live to complete your masterpiece.",mirroring the reader
1,"Unless you are under obligation to read this for some sort of class, I would not recomend wasting yout time trying to wade through the quagmire of redundantly long, boring text. If I could pay attention to it for more than two sentences at a time, most likely I would find it to have a wealth of information; but it's dry, overly-intellecual style makes it impossible to stay interested. If you're looking for a challenge to read, you face two; deciphering the nealry 300 pages of rediculously long sentences, and staying awake. I even go so far as to say reading it is a complete waste of time, because the energy you must invest to understand this work' coupled witht the frustration of an endlessly boring stlye does not even compared to the information you will actually get out of it.",Don't Waste Yout Time
1,"To read this book you need to be fully awake and have full concentration. This is not the type of book to bring to the beach. Though Richard Hofstadter makes a convincing case of what colonial times were like and he obviously was a scholar, he writes very monotonously. if not thouroughly interested in american history at 1750 i would not recommend this book. otherwise, if you are a history-fanatic, this book gives a wide range of perspectives and fully covers the history of the time.","Thick, dry and packed full of somewhat useful information"
